comuna,region,año,mes,poblacion,ingreso_promedio,temperatura_promedio,precipitacion_mm,consumo_m3
San Bernardo,Metropolitana,2023,9,240862,811705.3125760803,13.103854570617472,112.99204917583988,14.05
San Bernardo,Metropolitana,2023,10,238422,762862.5889943085,13.973365952485617,63.03573986560622,13.47
San Bernardo,Metropolitana,2023,11,240295,754419.818368215,12.15506426488692,89.32198103054674,12.66
San Bernardo,Metropolitana,2023,12,238580,857862.6231269122,12.922880146226124,31.820403162424068,13.05
San Bernardo,Metropolitana,2024,1,241256,799139.1837818397,17.396032179542928,0.5979104812617564,15.16
San Bernardo,Metropolitana,2024,2,238953,823236.5542963211,20.68092369879589,34.05319279149279,16.75
San Bernardo,Metropolitana,2024,3,241078,816582.0444041246,21.70012772387145,0.0,17.3
San Bernardo,Metropolitana,2024,4,238488,856685.3088512606,21.395735462465048,21.45901020025265,15.21
San Bernardo,Metropolitana,2024,5,241552,799841.1865426631,20.064424186915048,0.0,17.49
San Bernardo,Metropolitana,2024,6,240858,819182.4718478599,18.691137577603406,205.0089615500528,16.94
San Bernardo,Metropolitana,2024,7,240068,816756.0273089806,16.920611360222093,249.6037176446087,14.01
San Bernardo,Metropolitana,2024,8,241465,764463.4542329926,13.058141340620594,240.67341063130624,13.57
San Bernardo,Metropolitana,2024,9,240681,837240.1707590498,14.459567667159224,15.453194132171635,15.88
San Bernardo,Metropolitana,2024,10,240242,771943.4187418696,12.121052996752146,55.49889386699578,15.64
San Bernardo,Metropolitana,2024,11,241744,871333.4084763996,13.230968865782682,20.184317420448263,16.25
San Bernardo,Metropolitana,2024,12,237467,800409.5505376463,16.48229948615291,0.0,14.8
Melipilla,Antofagasta,2020,1,502021,922192.28341659,16.1726731983509,97.40857338777492,17.35
Melipilla,Antofagasta,2020,2,504593,911870.4676401842,19.05763406290251,1.9201275566390592,17.21
Melipilla,Antofagasta,2020,3,500301,901713.9009362016,19.15849192948157,0.0,17.51
Melipilla,Antofagasta,2020,4,504546,892389.5897881087,21.5723852323079,0.0,15.08
Melipilla,Antofagasta,2020,5,500912,972814.9988106672,19.729788477467192,127.11107893827445,16.99
Melipilla,Antofagasta,2020,6,500109,912090.5511489406,18.50942916511413,218.4756679183224,18.79
Melipilla,Antofagasta,2020,7,503369,912182.7242737716,18.53300395072694,272.9104887183164,15.43
Melipilla,Antofagasta,2020,8,500007,947416.6604088376,13.616659223028387,275.2191702165258,14.24
Melipilla,Antofagasta,2020,9,500195,928125.6247756355,12.865087482701968,0.0,15.75
Melipilla,Antofagasta,2020,10,500996,950379.5072345622,13.034009254861076,70.32682467617228,15.06
Melipilla,Antofagasta,2020,11,502442,890149.8685490221,12.437489166899692,17.922614569303654,13.81
Melipilla,Antofagasta,2020,12,500557,973335.4668947338,16.72552657900898,59.91549778863333,17.32
Melipilla,Antofagasta,2021,1,501056,965626.2675575636,17.657201101296053,21.45764842940841,15.2
Melipilla,Antofagasta,2021,2,503378,954365.4945299516,19.63215981936411,17.438288799701393,16.96
Melipilla,Antofagasta,2021,3,500067,928752.3714833966,20.9947847381478,0.0,16.88
Melipilla,Antofagasta,2021,4,502223,935545.8333254084,20.18589250890919,8.44615163702463,17.34
Melipilla,Antofagasta,2021,5,503848,876215.8738311377,20.17981150458441,49.596740321414174,17.78
Melipilla,Antofagasta,2021,6,502578,909688.30402108,19.28012400241964,143.97238816879096,16.23
Melipilla,Antofagasta,2021,7,500917,941298.0497052352,18.820871810123474,240.78937709217823,18.2
Melipilla,Antofagasta,2021,8,502113,926151.7756172636,15.997265567658872,279.2838049993792,15.38
Melipilla,Antofagasta,2021,9,501382,947771.7012837277,12.431172079764572,69.07880854115938,15.57
Melipilla,Antofagasta,2021,10,502674,905297.5101693008,13.60244541290941,62.32369569101387,16.27
Melipilla,Antofagasta,2021,11,500818,929046.1209174888,13.119688171022656,64.78017589899349,15.68
Melipilla,Antofagasta,2021,12,502334,951095.6587497192,14.98821863785767,0.0,15.94
Melipilla,Antofagasta,2022,1,503622,916234.3867114116,17.89439418030132,0.0,19.69
Melipilla,Antofagasta,2022,2,502555,931448.680435144,18.23841213496378,13.044205420812304,15.74
Melipilla,Antofagasta,2022,3,503385,898257.5442489578,19.452186293446555,39.59617735054935,17.27
Melipilla,Antofagasta,2022,4,500428,955805.1944638344,20.6313806342143,50.38771476162459,17.65
Melipilla,Antofagasta,2022,5,500342,876333.0122557839,21.158733503218624,28.56523367723825,14.8
Melipilla,Antofagasta,2022,6,503547,966324.0309944168,19.578928648571235,239.66490700870492,18.53
Melipilla,Antofagasta,2022,7,502743,887448.0148007473,16.982748307135758,212.96956365723133,16.06
Melipilla,Antofagasta,2022,8,502396,934814.1335674352,14.483385801239892,195.61971366125687,12.15
Melipilla,Antofagasta,2022,9,502235,914543.852796166,13.355941683058964,66.02523638395238,14.03
Melipilla,Antofagasta,2022,10,501182,924318.0270247312,12.284779048200612,39.28048140753127,15.38
Melipilla,Antofagasta,2022,11,501884,902090.4147578076,14.429191697110028,41.90217941552756,15.35
Melipilla,Antofagasta,2022,12,501932,927266.5813139468,14.806695773552027,94.44331598213968,16.68
Melipilla,Antofagasta,2023,1,500083,924487.9209017484,17.218388987544174,79.89937004561958,14.6
Melipilla,Antofagasta,2023,2,504583,926934.4105148824,19.72881863765964,44.51575640417184,16.28
Melipilla,Antofagasta,2023,3,501949,912600.65240672,20.622857666075294,64.3716937798192,15.75
Melipilla,Antofagasta,2023,4,500258,917569.2823366114,20.926415810119583,56.3125222933004,18.48
Melipilla,Antofagasta,2023,5,504110,920096.0647581303,21.511615252225383,0.0,19.37
Melipilla,Antofagasta,2023,6,502705,926816.3881500028,18.844446702862893,267.6044034099477,15.57
Melipilla,Antofagasta,2023,7,504316,881806.3403801108,18.46978425878749,199.69983830787768,18.01
Melipilla,Antofagasta,2023,8,503327,916413.7195504864,15.001870183891876,163.03924307736852,14.42
Melipilla,Antofagasta,2023,9,499758,916623.0702370896,14.028137849327102,0.0,16.47
Melipilla,Antofagasta,2023,10,501952,921272.5707233568,14.218148773194914,78.33000624431939,13.22
Melipilla,Antofagasta,2023,11,501370,944856.5852203786,12.74872431487525,49.88820545532495,16.67
Melipilla,Antofagasta,2023,12,502089,927781.3036628126,16.126347532434977,25.32410405175863,16.92
Melipilla,Antofagasta,2024,1,501081,891844.9974735782,18.08953658307664,120.347701130769,16.03
Melipilla,Antofagasta,2024,2,500421,927919.5416804772,18.29662459450568,20.17337193455713,16.52
Melipilla,Antofagasta,2024,3,503474,940628.1650715336,20.129872836505815,48.12077264863227,16.19
Melipilla,Antofagasta,2024,4,500741,917978.4425563836,19.43185568657995,39.9929554879607,15.84
Melipilla,Antofagasta,2024,5,500918,895302.1604907076,20.44323235207554,0.0,16.56
Melipilla,Antofagasta,2024,6,501447,888322.3136861206,19.03438182225793,218.22629462196312,15.65
Melipilla,Antofagasta,2024,7,502451,941877.89871071,17.062708373902524,202.6948251222393,14.24
Melipilla,Antofagasta,2024,8,501073,934244.3355277876,16.106231558859967,239.7092530949752,15.5
Melipilla,Antofagasta,2024,9,504181,933358.0552354308,13.912158240919434,46.56926527125593,16.13
Melipilla,Antofagasta,2024,10,502266,949107.3040898244,12.591792971847982,61.151840885414586,16.84
Melipilla,Antofagasta,2024,11,499781,949419.209617466,14.369056151491682,11.682859745347509,12.33
Melipilla,Antofagasta,2024,12,503343,930476.3741763444,14.552782185271145,0.0,15.69
Lampa,Valparaíso,2020,1,540190,806382.8778955465,17.256601478143047,108.7620118426849,16.29
Lampa,Valparaíso,2020,2,541135,820343.9103480157,19.936056167936016,51.26929961345262,15.31
Lampa,Valparaíso,2020,3,542998,795347.1561657293,20.553623665898403,21.02726711071324,14.92
Lampa,Valparaíso,2020,4,543991,836811.5118911722,21.15703135692648,59.362855831950334,17.05
Lampa,Valparaíso,2020,5,539990,813636.8240643515,20.93724706840554,0.0,17.33
Lampa,Valparaíso,2020,6,543248,812822.2206138939,18.874725829274464,263.54548918865345,14.54
Lampa,Valparaíso,2020,7,544391,790591.484711505,16.836692044998493,276.9230918146916,15.06
Lampa,Valparaíso,2020,8,541846,826742.0094045383,14.96884324141188,195.7327616252147,17.68
Lampa,Valparaíso,2020,9,544170,820596.113702384,14.26618220416921,46.8414635233822,14.73
Lampa,Valparaíso,2020,10,541238,805664.6431207518,11.86302054624968,54.47463711199616,13.45
Lampa,Valparaíso,2020,11,543519,863196.5967518812,14.584298272675788,33.00442096455595,16.58
Lampa,Valparaíso,2020,12,542639,845400.2611840767,15.277986814477238,76.29908913295165,14.8
Lampa,Valparaíso,2021,1,541381,770263.9617950721,16.42952597606943,23.219254879996093,16.58
Lampa,Valparaíso,2021,2,544392,839874.6392903316,19.61494463903138,41.54248917259902,16.93
Lampa,Valparaíso,2021,3,544081,794321.9986680076,20.44010951025497,0.0,15.7
Lampa,Valparaíso,2021,4,543987,803634.0441511032,19.729851257395808,12.06219190747032,15.24
Lampa,Valparaíso,2021,5,541909,807398.0658504008,20.66861761794898,0.0,15.3
Lampa,Valparaíso,2021,6,541152,802916.6854254787,18.471160915379127,206.975481271632,15.48
Lampa,Valparaíso,2021,7,541510,828234.9332199431,15.058432199379778,139.42848304383736,15.94
Lampa,Valparaíso,2021,8,542766,830629.4623178282,13.091797421668936,255.93244347545067,13.88
Lampa,Valparaíso,2021,9,544132,766482.1795468591,13.833125606447332,105.19089685063936,15.29
Lampa,Valparaíso,2021,10,542025,837086.2324041525,12.999393649127708,36.8467431737447,15.68
Lampa,Valparaíso,2021,11,539979,792160.1230154004,11.318307305503476,0.0,15.47
Lampa,Valparaíso,2021,12,542183,813339.6456883302,14.784651315171722,75.36433127260341,14.75
Lampa,Valparaíso,2022,1,540638,821028.601185669,18.201931669539544,25.745742696664244,15.76
Lampa,Valparaíso,2022,2,543979,790409.7898984102,17.741730429460144,0.0,12.66
Lampa,Valparaíso,2022,3,541067,833021.6326760951,18.843093330561416,0.0,17.05
Lampa,Valparaíso,2022,4,542822,787319.8491805013,22.01151049143235,14.474984790940988,14.87
Lampa,Valparaíso,2022,5,541489,770944.1375888406,22.57076208680219,85.7398798321232,16.76
Lampa,Valparaíso,2022,6,541556,804083.1075671596,19.259133655084337,202.83590868540935,15.33
Lampa,Valparaíso,2022,7,543877,815866.4735349037,16.999440267023186,251.88216907658557,14.31
Lampa,Valparaíso,2022,8,539836,770468.5990474268,13.576041887802392,246.41304112541192,12.65
Lampa,Valparaíso,2022,9,540984,821282.5386094764,14.016904588816498,0.0,13.18
Lampa,Valparaíso,2022,10,541717,826915.5885481808,12.1361340336043,26.66917385815592,17.11
Lampa,Valparaíso,2022,11,542679,800280.3471493184,13.278871705609026,77.4144248832898,17.06
Lampa,Valparaíso,2022,12,540002,808533.1074602334,15.886659868632425,0.0,15.56
Lampa,Valparaíso,2023,1,540629,821883.3784327998,19.44122172247192,39.16140602182632,17.0
Lampa,Valparaíso,2023,2,544226,850818.1591823847,17.87883067961789,0.0,14.28
Lampa,Valparaíso,2023,3,540524,820140.4809829652,20.496244762102314,0.0,18.85
Lampa,Valparaíso,2023,4,539766,843938.5565771613,21.85018655384837,39.299618496662575,15.41
Lampa,Valparaíso,2023,5,544594,830627.0281936518,21.133525878479062,35.353244031227746,16.47
Lampa,Valparaíso,2023,6,540468,822875.4206611873,20.155927801881287,261.6164894933416,16.41
Lampa,Valparaíso,2023,7,543758,785900.6520604662,15.650074362138728,214.84182072093745,13.99
Lampa,Valparaíso,2023,8,540490,830299.9150417224,15.367314167984478,217.25695451001184,15.31
Lampa,Valparaíso,2023,9,542232,861877.8709381146,13.488400939407384,47.94464598186957,17.2
Lampa,Valparaíso,2023,10,544070,853662.8140923613,12.05417413592573,12.940504495603754,15.66
Lampa,Valparaíso,2023,11,544220,801893.1928676474,12.29141193497338,61.118852744140256,13.91
Lampa,Valparaíso,2023,12,540631,855421.5015892073,13.790823182117348,15.21764173492422,14.37
Lampa,Valparaíso,2024,1,544634,826481.6123228119,16.6007178569145,29.927750223050904,18.41
Lampa,Valparaíso,2024,2,542768,826282.7996771495,19.53679919070302,0.0,14.27
Lampa,Valparaíso,2024,3,542518,766836.043984359,19.6044881012593,0.0,17.93
Lampa,Valparaíso,2024,4,540895,842686.9193610626,20.23291391273696,6.612854161125116,15.71
Lampa,Valparaíso,2024,5,541065,839502.1208264267,20.03345236238393,52.15357935584542,19.06
Lampa,Valparaíso,2024,6,541857,825993.5446134167,18.91746461067914,220.5556910342202,15.98
Lampa,Valparaíso,2024,7,543344,768773.1558925404,17.43235271420034,199.0156658285001,13.78
Lampa,Valparaíso,2024,8,543495,818476.3942654415,13.771520102836536,236.33151638617585,16.93
Lampa,Valparaíso,2024,9,541711,841556.0993267663,13.783378932502352,38.26328634995906,15.8
Lampa,Valparaíso,2024,10,540751,847224.8643960824,12.749763834342923,29.039099940478792,14.56
Lampa,Valparaíso,2024,11,543752,823689.8199450137,12.049616653927467,78.6158395175508,14.31
Lampa,Valparaíso,2024,12,542526,810387.3868357236,13.161481376727927,76.44024883471012,15.75
Colina,Arica y Parinacota,2020,1,567374,758739.6343057741,15.53502525389511,6.656727804187568,12.93
Colina,Arica y Parinacota,2020,2,563496,806877.5464410576,17.757818038190628,70.02713130232843,15.05
Colina,Arica y Parinacota,2020,3,567884,772947.6018461745,20.5608455280768,0.0,17.2
Colina,Arica y Parinacota,2020,4,564288,784737.6942625872,21.05192987730453,0.0,15.68
Colina,Arica y Parinacota,2020,5,564014,831492.1367263175,19.398069443510074,19.744103325163717,17.95
Colina,Arica y Parinacota,2020,6,563254,765744.3776772697,19.299695555551093,232.63075020241,18.1
Colina,Arica y Parinacota,2020,7,568034,818196.9503974508,18.86874476254162,204.708459728142,17.2
Colina,Arica y Parinacota,2020,8,567709,793927.5121552083,13.829637252414413,246.64837523323263,14.19
Colina,Arica y Parinacota,2020,9,565619,735379.5568739077,11.453845383100118,72.52542220745241,12.32
Colina,Arica y Parinacota,2020,10,564135,783564.3341993194,13.769031655442276,17.59734256808838,15.43
Colina,Arica y Parinacota,2020,11,566961,764910.6101576332,13.120853784424613,7.049772232276268,14.86
Colina,Arica y Parinacota,2020,12,566865,823889.8765279789,15.70745771086438,63.954894561600014,17.26
Colina,Arica y Parinacota,2021,1,565098,777950.7109072121,16.30719841228123,44.44682731116912,13.98
Colina,Arica y Parinacota,2021,2,563731,839790.0318875762,19.43782376624357,34.70836131415216,12.92
Colina,Arica y Parinacota,2021,3,564190,794866.3068242717,21.9567614316449,40.52284761431122,18.11
Colina,Arica y Parinacota,2021,4,567191,782291.6332041582,22.62164759595132,77.5006975675657,17.21
Colina,Arica y Parinacota,2021,5,564455,772452.1049397279,19.924035362150512,32.72107719588371,15.77
Colina,Arica y Parinacota,2021,6,563734,726547.5688876263,17.4285800016617,190.41941026773543,14.29
Colina,Arica y Parinacota,2021,7,565650,762348.3418029814,17.977644844788436,202.6616312126881,14.68
Colina,Arica y Parinacota,2021,8,565642,766089.9826873599,15.03231303797542,245.97123784017316,12.89
Colina,Arica y Parinacota,2021,9,563849,751903.2869776929,13.548068067145152,35.640815742842435,13.19
Colina,Arica y Parinacota,2021,10,568082,772466.9094907116,13.328432990581549,82.30186621283266,15.57
Colina,Arica y Parinacota,2021,11,567001,787327.575404372,14.93372412698624,85.24280130873403,16.95
Colina,Arica y Parinacota,2021,12,567184,807865.1528465516,16.45291364427387,0.0,17.74
Colina,Arica y Parinacota,2022,1,564922,813837.4605179011,18.60561983256512,0.0,14.97
Colina,Arica y Parinacota,2022,2,564861,802937.9205458756,17.61503676045688,0.0,16.86
Colina,Arica y Parinacota,2022,3,566931,760338.1448237614,20.20411768988505,20.524777478813604,18.2
Colina,Arica y Parinacota,2022,4,564407,764207.6168684971,21.342926377321344,65.70998600187451,15.66
Colina,Arica y Parinacota,2022,5,564036,752077.3721350523,18.589373334576344,15.615634877431244,15.94
Colina,Arica y Parinacota,2022,6,567893,804405.8807174473,20.00387544228249,139.39263747550976,14.91
Colina,Arica y Parinacota,2022,7,565460,755257.901451215,18.351131991850163,324.4935918580003,15.09
Colina,Arica y Parinacota,2022,8,568212,778191.5493085082,14.122515977844367,181.34896427510623,14.64
Colina,Arica y Parinacota,2022,9,564751,809286.1558149445,11.942953336652272,74.4659303313933,15.39
Colina,Arica y Parinacota,2022,10,565495,724505.058665668,11.06503588275953,40.830432525735766,14.44
Colina,Arica y Parinacota,2022,11,566640,759757.7990957653,13.037607945183614,87.41929169539696,13.49
Colina,Arica y Parinacota,2022,12,565563,762679.6753623327,16.753194802065583,15.134311065874716,16.39
Colina,Arica y Parinacota,2023,1,565137,828339.501164162,15.162911362852135,0.0,14.29
Colina,Arica y Parinacota,2023,2,566174,778487.1058108761,19.17004740498712,21.554108294929936,16.73
Colina,Arica y Parinacota,2023,3,564121,798500.2386753336,20.389756285379228,11.44867345642451,16.64
Colina,Arica y Parinacota,2023,4,563955,799393.3165770709,19.98582605617273,61.95293640113699,16.52
Colina,Arica y Parinacota,2023,5,564416,794304.3421607867,21.33807394861584,51.65808032435984,16.12
Colina,Arica y Parinacota,2023,6,565712,772847.1175072619,18.80760041357677,248.0459817065385,16.65
Colina,Arica y Parinacota,2023,7,564543,817851.7352963609,17.5896392313574,121.15795978412984,14.89
Colina,Arica y Parinacota,2023,8,565907,768592.5028348194,15.787272988001185,269.8828173716338,13.62
Colina,Arica y Parinacota,2023,9,563628,825119.5502638042,14.193926163778752,68.72609639853032,14.61
Colina,Arica y Parinacota,2023,10,567987,797393.6731176793,13.272236725327389,37.89247339113374,13.1
Colina,Arica y Parinacota,2023,11,566574,780402.9038621652,14.511236565966616,47.0499152853568,13.71
Colina,Arica y Parinacota,2023,12,567133,786935.7051306701,15.084929162242672,89.03331451038427,17.18
Colina,Arica y Parinacota,2024,1,563498,776442.1713263779,16.475185491104856,0.0,11.86
Colina,Arica y Parinacota,2024,2,567647,809193.2148319155,19.928851860658813,45.29074237372223,19.05
Colina,Arica y Parinacota,2024,3,567552,777842.0607363359,22.5518476010129,0.0,18.04
Colina,Arica y Parinacota,2024,4,566020,793395.8274116045,21.628169859068954,79.91210191585536,16.92
Colina,Arica y Parinacota,2024,5,565711,740100.1849400866,21.277382021202342,0.0,16.65
Colina,Arica y Parinacota,2024,6,566725,778350.0807782535,20.98007523344402,242.75439798167503,13.69
Colina,Arica y Parinacota,2024,7,563784,773388.4646793804,17.055096492656855,257.33486410266784,15.49
Colina,Arica y Parinacota,2024,8,564021,755828.6921247984,14.408605270161951,298.98212555540783,12.38
Colina,Arica y Parinacota,2024,9,566676,755670.8211608607,15.562700753799152,115.70861407518149,15.08
Colina,Arica y Parinacota,2024,10,565516,755213.2567119317,11.609683226169032,86.48527547611616,15.01
Colina,Arica y Parinacota,2024,11,567622,789819.8571093155,12.496787216494509,110.01156055998824,15.5
Colina,Arica y Parinacota,2024,12,566430,738772.247194232,13.87725722771853,11.762828730795174,14.69
Rancagua,O’Higgins,2020,1,524682,953140.9148202589,16.116146006951,17.09502869598694,14.12
Rancagua,O’Higgins,2020,2,525818,981444.8267929356,18.146176912495623,0.0,16.07
Rancagua,O’Higgins,2020,3,526331,977446.950664148,20.007069795806125,3.026832334880382,15.99
Rancagua,O’Higgins,2020,4,525325,974889.3138891208,21.96797374427433,51.530831935970696,18.2
Rancagua,O’Higgins,2020,5,526268,964457.4478025072,20.611067891350707,69.28364792206727,15.73
Rancagua,O’Higgins,2020,6,522229,949360.9755850992,18.91691067225681,249.20454501938315,19.85
Rancagua,O’Higgins,2020,7,522536,974893.541170938,15.856660256915568,219.49116323541068,16.37
Rancagua,O’Higgins,2020,8,523802,985820.743775172,14.852860495185894,209.17645568245413,16.04
Rancagua,O’Higgins,2020,9,524351,905522.89405848,14.099174939438724,86.25071038243328,16.43
Rancagua,O’Higgins,2020,10,524914,959940.1186330182,13.480335046953476,28.321929890828613,16.6
Rancagua,O’Higgins,2020,11,524834,937603.388625852,14.972327904421114,6.9263632701148765,15.85
Rancagua,O’Higgins,2020,12,524894,943133.8643938216,15.37688470329893,0.0,15.6
Rancagua,O’Higgins,2021,1,524039,990851.538529548,18.24971042018432,0.0,18.31
Rancagua,O’Higgins,2021,2,525402,948925.1223655466,18.69364229022162,0.0,15.8
Rancagua,O’Higgins,2021,3,522128,956692.7027813992,22.03344104350831,0.0,18.16
Rancagua,O’Higgins,2021,4,525144,976358.4667285044,19.85265848367867,0.0,16.48
Rancagua,O’Higgins,2021,5,522562,917002.9010080504,21.292740994562628,0.0,16.36
Rancagua,O’Higgins,2021,6,523116,977856.459195448,19.729857914423185,247.86459684668324,17.09
Rancagua,O’Higgins,2021,7,525097,1016130.3854387838,15.992197668401497,187.34876811747773,16.73
Rancagua,O’Higgins,2021,8,521943,964803.1456964336,15.036967520549108,239.75944185072984,17.12
Rancagua,O’Higgins,2021,9,524374,975836.8371391698,13.080431328612503,50.55698974104264,16.56
Rancagua,O’Higgins,2021,10,521912,1012352.1850760782,15.469407414008623,0.0,15.59
Rancagua,O’Higgins,2021,11,524218,994238.531328688,13.26449332469775,21.648601246530426,15.78
Rancagua,O’Higgins,2021,12,526262,957620.5065245756,14.961276366973763,98.71124650879604,17.16
Rancagua,O’Higgins,2022,1,522279,941459.7884655494,16.177834393310594,0.0,18.09
Rancagua,O’Higgins,2022,2,522406,960169.4179584688,20.49512441019648,17.053412782124823,17.92
Rancagua,O’Higgins,2022,3,522829,934174.1323952188,20.77023616824051,8.446910021642532,19.78
Rancagua,O’Higgins,2022,4,523937,957125.5648340884,20.664164500413364,32.352649641236056,18.22
Rancagua,O’Higgins,2022,5,526583,944328.4944780414,20.12723541009722,80.52674574155515,19.03
Rancagua,O’Higgins,2022,6,524061,1005655.6304485648,18.194701214412,247.3736770674261,17.77
Rancagua,O’Higgins,2022,7,525900,975577.280953075,17.470482996129107,306.48233017490065,17.19
Rancagua,O’Higgins,2022,8,525928,955123.865252285,15.606814003086686,175.21693767390033,17.0
Rancagua,O’Higgins,2022,9,526558,977262.6398984648,14.38174956933125,23.168888767067838,16.57
Rancagua,O’Higgins,2022,10,525707,960636.4916450292,13.567069218785589,8.376904872569526,15.58
Rancagua,O’Higgins,2022,11,524513,965072.564185165,12.228121819714586,29.51147066808864,13.03
Rancagua,O’Higgins,2022,12,525850,938193.6845832772,14.400691060004773,65.88461541932875,18.47
Rancagua,O’Higgins,2023,1,523597,1012336.632418434,16.96159566433091,90.37452890787236,17.72
Rancagua,O’Higgins,2023,2,524620,917095.8153132016,18.624499959924428,52.1050699960548,18.17
Rancagua,O’Higgins,2023,3,523376,950211.3002413352,21.01305099174911,58.63260283736064,17.07
Rancagua,O’Higgins,2023,4,521762,941554.3376416656,20.229212596959723,76.68868401051395,13.15
Rancagua,O’Higgins,2023,5,524967,956848.3808344618,19.266298425260416,6.572880167721621,16.28
Rancagua,O’Higgins,2023,6,524636,957736.126740362,18.21087262245266,232.75028723257373,16.7
Rancagua,O’Higgins,2023,7,522192,995126.166806686,17.631703707734573,214.70093714172333,17.47
Rancagua,O’Higgins,2023,8,522481,966250.2036666608,16.764913805550773,341.39361329974616,17.18
Rancagua,O’Higgins,2023,9,526126,961768.6077334364,14.512442860016057,118.7207246461914,15.61
Rancagua,O’Higgins,2023,10,523976,938417.5939031596,13.594526126967962,2.431344081593828,14.25
Rancagua,O’Higgins,2023,11,523647,948551.6159620072,12.626208596453912,72.50137571128315,13.63
Rancagua,O’Higgins,2023,12,524872,950486.0474616508,14.03311847403598,85.16317005317572,13.23
Rancagua,O’Higgins,2024,1,524679,953437.079805739,16.676957631226994,15.279647074347588,17.2
Rancagua,O’Higgins,2024,2,522444,914418.0812738969,19.22154522390106,0.0,14.31
Rancagua,O’Higgins,2024,3,525104,1011936.1583469053,18.21851571757259,33.16058169861504,16.56
Rancagua,O’Higgins,2024,4,525221,1007236.033938368,20.48857752002158,0.0,19.0
Rancagua,O’Higgins,2024,5,522062,991539.9677166414,20.26026700130855,0.0,19.0
Rancagua,O’Higgins,2024,6,525123,970236.7058025826,20.22885655020056,237.75655164125573,18.12
Rancagua,O’Higgins,2024,7,524878,990216.2809871676,19.27049456026122,224.34177839391432,15.64
Rancagua,O’Higgins,2024,8,521991,894625.6265016521,14.483883358128566,321.53059911877483,15.07
Rancagua,O’Higgins,2024,9,523129,979712.7542762948,12.739101974583008,50.88192930927751,15.66
Rancagua,O’Higgins,2024,10,525629,986695.4509089708,12.343532363674116,48.211610898073765,14.81
Rancagua,O’Higgins,2024,11,524262,941560.08311796,14.242304009296095,0.0,14.87
Rancagua,O’Higgins,2024,12,524711,968383.1045915738,15.985399711450048,0.0,16.91
San Fernando,O’Higgins,2020,1,482027,907507.0747176452,16.43455386809258,0.0,15.06
San Fernando,O’Higgins,2020,2,481316,867413.1279523951,18.813992305707902,47.11898987990495,17.93
San Fernando,O’Higgins,2020,3,485262,856908.301851777,22.098768167657624,53.58448396029793,17.36
San Fernando,O’Higgins,2020,4,481133,863389.6088860029,20.471001585796877,0.0,14.1
San Fernando,O’Higgins,2020,5,484110,908934.3295883044,20.431111312310502,0.0,18.77
San Fernando,O’Higgins,2020,6,485355,911490.0289583012,17.65896520770739,261.02288095563284,16.22
San Fernando,O’Higgins,2020,7,481746,836036.7072984729,17.342106039650417,304.66404781809365,14.2
San Fernando,O’Higgins,2020,8,481842,824922.2874583866,16.182719327880676,223.07376408361145,15.32
San Fernando,O’Higgins,2020,9,484226,905433.1728235309,13.395615351504878,18.806812717554944,14.19
San Fernando,O’Higgins,2020,10,483828,871328.9808319258,12.338572361682168,23.895327633619008,15.71
San Fernando,O’Higgins,2020,11,485115,903589.331344694,13.177494809349358,0.0,14.61
San Fernando,O’Higgins,2020,12,483720,897711.890503739,13.508344521916596,27.761709640976772,16.72
San Fernando,O’Higgins,2021,1,484093,843841.7482438021,16.95751587745718,0.0,14.99
San Fernando,O’Higgins,2021,2,481579,873470.5530265693,20.189226461255785,46.12212651340232,18.56
San Fernando,O’Higgins,2021,3,484392,814309.6935391978,20.498042592573483,17.19269513252045,15.55
San Fernando,O’Higgins,2021,4,483544,877071.7987252391,21.421319794232435,48.04697786897403,17.39
San Fernando,O’Higgins,2021,5,485940,895165.4343702957,18.81911027964618,0.6647635376664027,16.55
San Fernando,O’Higgins,2021,6,485214,837026.0830900175,20.357019422818297,230.15197869893603,15.94
San Fernando,O’Higgins,2021,7,484276,868283.740423496,15.873118353867834,273.7730386739199,16.11
San Fernando,O’Higgins,2021,8,483337,888591.8951750891,15.184649072874135,264.437549257647,16.27
San Fernando,O’Higgins,2021,9,484166,866157.340284136,11.505255814136143,45.96127178845062,13.52
San Fernando,O’Higgins,2021,10,483069,901518.2609712328,14.189293078288763,25.481331862531366,19.59
San Fernando,O’Higgins,2021,11,485787,942223.8036976624,12.732787550908933,12.527345010637765,16.54
San Fernando,O’Higgins,2021,12,482868,899036.0010522145,14.853507285421555,46.432790435732215,15.34
San Fernando,O’Higgins,2022,1,481540,868343.9004210683,17.711957466717266,0.0,18.16
San Fernando,O’Higgins,2022,2,483407,910065.2748290906,17.902389017724275,11.82770857192535,14.1
San Fernando,O’Higgins,2022,3,482613,903922.9042920466,19.78281476829373,121.70212290011754,15.55
San Fernando,O’Higgins,2022,4,483971,827350.8542267345,21.945311771235865,0.0,19.68
San Fernando,O’Higgins,2022,5,482400,881972.0908007976,18.936047364345814,1.275736299542416,15.6
San Fernando,O’Higgins,2022,6,484693,836108.1372552373,18.75762338461359,269.69261178490063,16.44
San Fernando,O’Higgins,2022,7,485669,859211.3198974509,16.762079671556954,192.71430343901037,15.03
San Fernando,O’Higgins,2022,8,480991,848433.5940091735,15.893188347207252,257.99619987272376,14.84
San Fernando,O’Higgins,2022,9,481585,889753.4270912356,12.38521480357047,42.84144151278954,13.53
